#{"t_start": 1780075705.8035536, "env_id": "CartPole-v1"}
r,l,t
500.0,500,137.086984
500.0,500,138.410566
500.0,500,138.569938
500.0,500,138.78239
500.0,500,138.94174
500.0,500,140.242887
500.0,500,140.410059
500.0,500,140.576991
500.0,500,140.740648
500.0,500,142.131421
500.0,500,142.30182
500.0,500,142.473945
500.0,500,142.638541
500.0,500,143.917652
500.0,500,144.090748
500.0,500,144.260234
500.0,500,144.422551
500.0,500,145.739384
500.0,500,145.910711
500.0,500,146.083748
500.0,500,146.267955
500.0,500,146.429701
500.0,500,147.688221
500.0,500,147.871583
500.0,500,148.03719
500.0,500,148.202452
500.0,500,149.699781
500.0,500,149.964941
500.0,500,150.196295
500.0,500,150.355917
500.0,500,152.250453
500.0,500,152.618539
500.0,500,152.986308
500.0,500,153.357776
500.0,500,154.775292
500.0,500,154.965957
500.0,500,155.146555
500.0,500,155.332754
500.0,500,156.641688
500.0,500,156.805069
500.0,500,156.970662
500.0,500,157.134921
500.0,500,158.510416
500.0,500,158.680718
500.0,500,158.851473
500.0,500,159.019682
500.0,500,160.530989
500.0,500,160.703747
500.0,500,160.8719
500.0,500,161.040566
500.0,500,162.377918
500.0,500,162.541309
500.0,500,162.703392
500.0,500,162.887094
500.0,500,164.239296
500.0,500,164.405567
500.0,500,164.568513
500.0,500,164.735761
500.0,500,165.976378
500.0,500,166.138488
500.0,500,166.300645
500.0,500,166.461761
500.0,500,167.847421
500.0,500,168.011404
500.0,500,168.172599
500.0,500,168.346207
500.0,500,168.505443
500.0,500,169.897231
500.0,500,170.067534
500.0,500,170.24015
500.0,500,170.413091
500.0,500,171.901536
500.0,500,172.291982
500.0,500,172.665479
500.0,500,173.03813
500.0,500,174.680538
500.0,500,175.048669
500.0,500,175.415053
500.0,500,175.782107
500.0,500,177.407377
500.0,500,177.571882
500.0,500,177.734464
500.0,500,177.90149
